ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300194.SZ,20191030,5.34,2.0971,2.349,0.6,,,1.6197,2.3801,2.3282,118971.2382,89270.3831,79694.464,635306.412,476703.8458
300152.SZ,20191030,3.68,4.0809,5.7738,0.72,,,3.3017,4.9828,4.9096,71280.0,71269.12,50372.6585,262310.4,262270.3616
600302.SH,20191030,4.35,0.7994,1.3968,1.49,53.0509,,1.291,2.0145,2.3316,34600.9804,34600.9804,19801.8356,150514.2647,150514.2647
002383.SZ,20191030,10.48,1.3041,1.4304,1.07,40.7883,,2.0346,3.3953,,74515.8184,49029.3341,44698.5318,780925.7768,513827.4214
600618.SH,20191030,7.31,0.3288,1.1682,1.61,8.0273,8.3652,1.8873,1.1789,1.194,115639.9976,74983.9976,21103.4329,845328.3825,548133.0225
688366.SH,20191030,130.7,76.102,76.102,,56.0727,60.1351,4.4163,14.915,14.3968,17784.53,1466.2238,1466.2238,2324438.071,191635.4507
000800.SZ,20191030,8.33,0.7333,1.3541,1.29,66.6648,102.6352,1.6924,0.5311,0.596,162750.0,141175.4078,76451.6311,1355707.5,1175991.147
603090.SH,20191030,15.46,1.867,4.5893,1.64,47.3885,47.0659,3.1164,3.724,3.184,10000.0,10000.0,4068.13,154600.0,154600.0
002490.SZ,20191030,3.97,0.7838,0.9437,1.24,34.2515,,1.658,0.7115,0.6954,79784.84,34757.175,28866.75,316745.8148,137985.9848
603996.SH,20191030,6.18,1.1471,3.3944,1.37,,,1.5434,0.2756,1.2137,30015.0,30015.0,10143.5003,185492.7,185492.7
600883.SH,20191030,6.6,0.553,0.9157,0.76,144.9382,213.6222,2.3728,51.7431,67.8108,23608.8,23608.8,14256.1395,155818.08,155818.08
002457.SZ,20191030,8.06,1.1831,1.7598,0.93,36.5878,19.2741,1.4521,1.8754,1.3393,33499.2,33445.2486,22484.9667,270003.552,269568.7037
600226.SH,20191030,3.92,14.525,17.0883,1.64,86.8156,82.9313,2.8165,12.5282,12.969,313864.0149,199286.9006,169393.8656,1230346.9384,781204.6504
000069.SZ,20191030,6.97,0.4221,0.7082,1.24,5.3992,4.9731,0.9172,1.1876,1.0696,820250.6415,701678.7409,418178.0017,5717146.9713,4890700.8241
601360.SH,20191030,23.7,4.7266,8.193,0.81,45.3509,26.4958,6.0401,12.21,12.3043,676405.5167,39718.2443,22913.7244,16030810.7458,941322.3899
000955.SZ,20191030,4.03,1.4813,1.8003,1.36,,,3.6137,2.9212,2.764,53839.5,53759.835,44232.8949,216973.185,216652.1351
600103.SH,20191030,2.05,0.3195,0.5726,1.14,30.5371,49.199,1.325,1.6525,1.8562,230581.7807,230581.7807,128648.5651,472692.6504,472692.6504
000669.SZ,20191030,4.71,4.2388,7.3341,1.24,,,1.3559,0.7236,0.7246,68040.8797,66644.5749,38517.6423,320472.5434,313895.9478
002341.SZ,20191030,5.53,3.6978,4.3114,0.93,21.1599,179.5165,1.2353,1.9827,2.0381,115221.4592,73751.3671,63255.2833,637174.6694,407845.0601
002648.SZ,20191030,13.53,1.0397,2.4278,1.2,15.3309,11.6309,1.6208,1.4379,1.2963,106583.0806,103718.1726,44418.1726,1442069.0805,1403306.8753
002624.SZ,20191030,28.89,0.4313,1.0072,0.67,21.8897,20.033,3.9156,4.6486,4.4818,129269.7883,115994.7933,49669.7498,3734604.184,3351089.5784
000665.SZ,20191030,5.16,0.4315,0.976,1.0,27.1161,36.7343,0.7287,1.8092,1.8373,96356.9969,96349.1814,42595.1065,497202.104,497161.776
600641.SH,20191030,12.81,1.4786,3.2274,2.36,10.6232,16.3764,1.6484,3.8543,5.3774,80615.8748,80615.8748,36934.5424,1032689.3562,1032689.3562
002233.SZ,20191030,9.57,0.5227,0.9021,0.82,6.6218,7.4684,1.2492,1.7209,1.7449,119227.5016,116204.9705,67332.3386,1141007.1903,1112081.5677
000596.SZ,20191030,111.7,0.5957,2.0366,0.6,33.1826,25.7905,6.5499,6.4761,5.5547,50360.0,38360.0,11219.5978,5625212.0,4284812.0
600219.SH,20191030,2.11,0.2941,0.4567,0.86,17.5354,19.326,0.6469,1.2469,1.169,1195048.152,978733.9527,630354.1865,2521551.6007,2065128.6402
300717.SZ,20191030,16.2,5.3276,6.2895,0.76,35.5344,33.8402,2.9044,5.4106,5.3137,10240.0,4249.6,3599.696,165888.0,68843.52
603587.SH,20191030,23.1,3.1705,4.6333,3.49,16.1348,15.3354,2.9276,4.41,3.9682,40100.0,9500.0,6500.83,926310.0,219450.0
300470.SZ,20191030,26.15,0.6273,0.8619,0.86,30.1843,25.143,4.066,7.3021,5.9191,19674.71,17972.73,13080.7235,514493.6665,469986.8895
603188.SH,20191030,7.32,0.4269,0.6406,1.96,26.0977,,1.3289,2.0312,2.6451,57600.0,57600.0,38385.8,421632.0,421632.0
603978.SH,20191030,27.17,5.4192,5.7045,1.73,34.7506,36.4035,2.9219,3.9521,3.9623,16000.0,7612.168,7231.436,434720.0,206822.6046
002812.SZ,20191030,33.9,1.0592,1.676,1.12,52.662,32.991,6.3417,11.1097,9.28,80537.077,55520.7128,35087.6027,2730206.9103,1882152.1639
000811.SZ,20191030,7.19,0.6242,1.1041,0.44,18.9915,14.0429,1.4877,1.4869,1.3993,74583.7804,74582.5443,42162.6573,536257.3811,536248.4935
600895.SH,20191030,16.2,0.6873,1.3956,0.7,46.0944,44.9668,2.7292,21.8484,19.5328,154868.955,154868.955,76265.295,2508877.071,2508877.071
300651.SZ,20191030,28.56,2.0285,2.0311,0.93,103.8582,103.1982,5.623,8.103,7.2579,12874.678,4475.7326,4469.8251,367700.8037,127826.9231
002482.SZ,20191030,4.61,0.2722,0.8126,1.13,20.3419,33.6106,0.987,0.4922,0.5263,153727.9657,152929.4596,51238.4066,708685.9219,705004.8088
300490.SZ,20191030,10.64,1.4467,2.8227,1.88,27.5758,24.7247,1.6211,2.0187,1.8148,26181.8005,23357.0069,11971.1373,278574.3573,248518.5534
002765.SZ,20191030,4.67,1.4187,2.2096,0.83,813.3596,,1.3971,2.5928,3.8119,48148.1597,25439.425,16333.705,224851.9058,118802.1148
300594.SZ,20191030,33.31,4.2444,4.2444,0.88,38.8196,33.9284,3.7285,6.2526,5.8112,8890.67,2222.67,2222.67,296148.2177,74037.1377
300601.SZ,20191030,86.65,2.8329,2.8467,2.2,128.3229,114.0216,22.8381,27.7199,29.2533,64522.091,26227.9645,26100.9788,5590839.1852,2272653.1239
300198.SZ,20191030,3.77,1.5365,2.038,0.59,,,2.5482,3.4285,4.8567,103154.854,83062.1054,62623.3068,388893.7996,313144.1374
603113.SH,20191030,10.53,1.1225,1.3035,1.1,5.6033,6.2431,1.3531,0.8077,0.7952,67593.9455,33186.5255,28576.7741,711764.2461,349454.1135
300089.SZ,20191030,5.41,48.7403,61.1867,4.54,12.7044,47.2022,1.1526,2.2173,3.8099,48105.687,27787.5667,22135.0792,260251.7667,150330.7358
002782.SZ,20191030,10.7,0.5511,2.0485,0.94,53.6264,52.6647,5.2532,4.1682,4.4084,42600.0,42600.0,11460.2023,455820.0,455820.0
300402.SZ,20191030,9.8,2.428,7.528,1.41,135.24,74.1559,3.1511,2.7732,2.2833,20200.0,20200.0,6515.0,197960.0,197960.0
002089.SZ,20191030,1.95,3.8941,4.1742,0.97,,,2.2559,3.5308,3.201,137466.9616,92452.3786,86248.9759,268060.5751,180282.1383
600861.SH,20191030,9.16,0.7662,1.165,2.9,71.7577,98.7035,1.2362,1.5119,1.479,31680.4949,31680.4949,20835.2552,290193.3333,290193.3333
601958.SH,20191030,7.29,0.2382,0.9522,0.99,61.6787,39.1494,1.7831,2.6795,2.608,322660.44,322660.44,80715.44,2352194.6076,2352194.6076
000701.SZ,20191030,5.36,0.7971,1.1395,0.85,96.7582,,0.8417,0.0336,0.0261,40661.3056,40661.3056,28445.1448,217944.598,217944.598
600592.SH,20191030,14.89,0.563,0.9058,0.54,67.7972,53.3132,3.125,5.7996,6.5645,39955.3571,39955.3571,24831.9771,594935.2672,594935.2672
600216.SH,20191030,10.6,0.8076,1.2878,0.56,28.063,48.6724,1.3086,1.4916,1.4463,96512.8,96358.8725,60426.8791,1023035.68,1021404.0485
300403.SZ,20191030,5.19,1.0165,1.7999,1.01,19.2284,21.2702,2.3671,3.9424,3.787,60300.0,38094.2196,21514.4624,312957.0,197708.9997
603605.SH,20191030,89.8,6.781,6.781,2.79,62.9393,52.3267,9.6912,7.655,6.2729,20128.58,6209.18,6209.18,1807546.484,557584.364
600986.SH,20191030,5.75,19.1155,22.0052,1.66,28.9951,,1.2334,0.5364,0.4274,132557.382,128307.5912,111458.2727,762204.9465,737768.6494
600848.SH,20191030,27.56,1.3152,2.6951,1.42,120.4995,40.345,5.9883,27.1868,13.4871,190329.2332,78802.6585,38455.347,5245473.667,2171801.2683
603456.SH,20191030,13.79,1.2301,3.2268,0.88,70.6985,56.0871,4.0375,5.966,5.6929,80566.2371,80330.7971,30622.2423,1111008.4096,1107761.692
300526.SZ,20191030,46.89,1.9557,5.7297,3.5,352.5428,351.8905,14.1765,19.9634,17.952,17066.0816,17010.1741,5806.0041,800228.5662,797607.0635
603025.SH,20191030,8.18,0.2689,1.492,1.2,20.4049,29.8776,4.3071,7.0168,7.9794,92189.0711,91587.6774,16504.003,754106.6016,749187.2011
600023.SH,20191030,3.89,0.0834,0.2994,1.05,13.1096,13.5363,0.8388,0.9342,0.9935,1360068.9988,1360068.9988,378752.2987,5290668.4053,5290668.4053
000720.SZ,20191030,5.0,1.2047,1.5351,0.5,6.0096,7.2633,2.6822,2.4774,1.6515,128965.0962,86346.0,67757.9241,644825.481,431730.0
600728.SH,20191030,9.63,2.4765,3.1203,0.99,60.4393,21.4475,3.3892,3.3851,3.6769,164516.9092,163704.0592,129928.6888,1584297.8356,1576470.0901
300791.SZ,20191030,60.4,11.4472,11.4472,1.16,23.7766,25.9196,2.5105,3.0287,2.9742,8000.0,2000.0,2000.0,483200.0,120800.0
600004.SH,20191030,18.5,2.117,4.3245,2.7,33.9031,48.8663,2.4161,4.9417,4.9228,206932.0514,206932.0514,101297.3731,3828242.9509,3828242.9509
000099.SZ,20191030,7.55,0.8423,1.3725,1.11,30.4125,20.8641,1.422,3.2091,2.8924,60607.042,60607.042,37195.0946,457583.1671,457583.1671
300014.SZ,20191030,37.37,5.1575,8.9602,1.4,63.4594,26.813,5.0372,8.3234,6.1183,96913.9695,81911.5278,47148.723,3621675.0402,3061033.7939
002903.SZ,20191030,14.79,6.9121,7.1559,1.17,64.5922,,3.7417,11.1066,29.8645,15000.0,6600.0,6375.1901,221850.0,97614.0
603889.SH,20191030,5.57,0.2736,0.5028,0.71,14.2986,16.2514,1.2033,1.1107,1.0322,51174.6388,51174.6388,27843.1683,285042.7381,285042.7381
002438.SZ,20191030,9.06,2.3633,3.9723,0.81,42.5854,25.4664,2.2812,4.047,3.4162,48575.6156,40155.4436,23890.7258,440095.0773,363808.319
300786.SZ,20191030,55.6,7.5663,7.5663,0.69,48.7477,43.8757,3.9726,8.8688,7.8794,5340.0,1335.0,1335.0,296904.0,74226.0
601997.SH,20191030,9.19,0.8283,1.0588,1.39,5.7567,5.1792,0.9031,2.3387,2.0622,321802.866,306983.9646,240156.6454,2957368.3385,2821182.6347
000630.SZ,20191030,2.16,0.2596,0.4295,0.79,32.0801,32.0009,1.268,0.2688,0.2506,1052653.3308,956055.8253,577979.3738,2273731.1945,2065080.5826
600713.SH,20191030,4.3,0.3165,0.5205,1.06,16.9468,15.7027,1.2269,0.1431,0.13,104161.1244,89742.5598,54578.3312,447892.8349,385893.0071
600490.SH,20191030,4.43,1.0355,1.263,1.34,49.4694,38.4402,1.5045,0.6943,0.5553,221576.7079,149136.9704,122274.4704,981584.816,660676.7789
000419.SZ,20191030,4.41,0.4872,0.8755,0.7,16.9497,14.1304,0.8487,0.6368,0.6808,54358.2655,54328.9983,30231.7499,239719.9509,239590.8825
002654.SZ,20191030,4.01,0.65,0.9742,0.94,,,1.6751,0.7881,0.8676,89955.398,60683.6785,40485.8531,360721.146,243341.5508
300672.SZ,20191030,38.58,4.9557,7.7667,2.49,123.6257,65.9943,6.4991,17.3558,13.3184,17999.4462,10954.3825,6989.699,694418.6344,422620.0769
603979.SH,20191030,8.33,0.2556,0.5437,1.05,16.6757,16.2036,1.1546,1.5651,1.4802,58340.8432,58340.8432,27429.9344,485979.2239,485979.2239
300603.SZ,20191030,20.29,13.4924,14.3029,1.63,135.0197,56.2576,2.3499,8.3496,5.2595,27518.6658,8207.6578,7742.5378,558353.7291,166533.3768
601599.SH,20191030,2.93,1.1289,1.68,1.69,46.6302,33.8555,0.9976,0.5473,0.6196,89272.4964,89272.4964,59984.7212,261568.4145,261568.4145
603043.SH,20191030,31.07,1.54,1.54,1.59,32.6957,30.5358,5.9165,4.9474,4.2814,40399.6184,12550.7224,12550.7224,1255216.1437,389950.945
300032.SZ,20191030,3.03,3.1507,4.1945,0.7,,,1.7627,0.7223,0.937,80316.9608,78935.7454,59292.9402,243360.3912,239175.3086
002297.SZ,20191030,6.56,1.1183,1.7524,1.76,114.2244,438.7593,2.0234,6.0696,8.4462,47131.5045,47009.1046,29997.4753,309182.6695,308379.7262
000417.SZ,20191030,4.45,0.2298,0.3709,0.82,15.459,16.2616,0.8656,0.3249,0.3104,77988.42,77902.7451,48263.6984,347048.469,346667.2157
300782.SZ,20191030,377.46,8.5984,8.5984,1.51,232.5221,108.5556,24.6836,67.3807,34.1595,10000.0,2500.0,2500.0,3774600.0,943650.0
000636.SZ,20191030,12.8,1.9852,2.4824,0.64,11.2655,23.7447,2.0673,2.5019,3.3157,89523.3111,89520.3111,71590.076,1145898.3821,1145859.9821
000826.SZ,20191030,8.92,1.2541,2.234,2.43,19.8177,54.3959,0.9631,1.1607,1.2921,143057.8784,119039.1969,66824.685,1276076.2753,1061829.6363
300569.SZ,20191030,14.66,5.1154,5.4798,1.06,32.2343,17.5243,1.7291,2.3671,1.5686,22501.8,12691.2375,11847.4875,329876.388,186053.5418
603385.SH,20191030,9.28,0.8344,1.4496,0.75,14.3536,12.9203,1.0454,1.1821,1.119,36939.6444,26372.6927,15179.0,342799.9,244738.5883
000017.SZ,20191030,4.44,1.4954,1.892,1.0,,,168.2752,20.4157,30.0346,55134.7947,30298.1008,23947.2261,244798.4885,134523.5676
601166.SH,20191030,18.92,0.5055,0.6434,2.05,6.4838,6.0535,0.8279,2.4831,2.1803,2077419.0751,1905233.6751,1496713.0945,39304768.9009,36047021.1329
600629.SH,20191030,8.83,0.5094,1.5359,2.59,17.8969,16.8174,1.644,0.7915,0.7127,53415.3038,44744.8448,14840.3173,471657.1326,395096.9796
002054.SZ,20191030,8.07,6.2109,8.6792,0.55,64.6481,45.256,1.8434,2.0375,2.186,41923.0828,31261.9636,22371.0732,338319.2782,252284.0463
600136.SH,20191030,10.75,1.1944,2.6824,1.02,29.4248,7.5062,1.2591,1.9627,1.8752,48718.2186,48688.2186,21679.2534,523720.85,523398.35
600998.SH,20191030,13.79,0.1745,0.4376,0.5,19.3148,16.3078,1.647,0.2972,0.2676,187766.4155,167345.532,66739.9015,2589298.8697,2307694.8863
300155.SZ,20191030,5.36,4.4176,6.2775,1.08,106.7804,58.1742,2.4036,3.1695,3.0112,54337.0602,27785.8687,19553.5564,291246.6427,148932.2562
002226.SZ,20191030,5.1,0.706,1.2689,0.84,29.0286,17.3138,1.0698,2.2077,1.9278,124898.169,95829.3393,53318.5293,636980.6619,488729.6304
600979.SH,20191030,4.07,0.2976,0.5691,1.18,15.3276,14.9869,1.0072,1.771,1.6057,94789.2146,94789.2146,49566.3352,385792.1034,385792.1034
603839.SH,20191030,14.04,4.0988,4.147,1.47,20.069,18.0766,2.0128,3.4212,2.4767,40188.2796,10551.422,10428.9002,564243.4456,148141.9649
002698.SZ,20191030,9.8,0.6281,1.3299,1.22,55.0374,33.3177,4.5125,10.945,7.37,102255.0,82299.0961,38871.2433,1002099.0,806531.1418
002872.SZ,20191030,4.9,2.2648,2.2745,1.86,14.07,,0.4984,0.7176,0.8857,31800.0,21503.8268,21412.1408,155820.0,105368.7513
600995.SH,20191030,7.45,0.9972,1.4382,2.51,12.038,10.1933,1.594,1.7602,1.6863,47852.64,47852.64,33180.74,356502.168,356502.168
300233.SZ,20191030,20.99,1.1332,2.3948,1.84,31.2748,17.7944,1.9346,2.7435,2.9373,39315.2238,35503.7697,16800.3162,825226.5476,745224.126
300701.SZ,20191030,23.17,3.4998,3.4998,0.83,39.5389,36.9919,5.4045,15.1688,14.4775,12000.0,3687.4878,3687.4878,278040.0,85439.0923
600549.SH,20191030,12.66,0.4434,0.8593,1.27,35.6688,112.7256,2.4799,0.9102,0.9812,140604.62,140604.62,72553.6294,1780054.4892,1780054.4892
600874.SH,20191030,7.14,0.4052,1.1852,1.07,20.3333,21.6044,1.6831,4.1636,3.8343,142722.843,108722.843,37166.3244,1019041.099,776281.099
600485.SH,20191030,1.23,3.3,3.3,1.68,,,,7.2074,7.1701,292374.2782,189500.0042,189500.0042,359620.3622,233085.0052
600067.SH,20191030,3.98,0.1532,0.2394,1.05,7.8248,8.4699,0.7958,0.7324,0.704,149211.0725,149211.0725,95515.3669,593860.0686,593860.0686
300409.SZ,20191030,11.34,1.1386,1.3828,1.2,23.7051,,2.2257,1.4719,1.5468,45998.8264,25369.2834,20888.4084,521626.6914,287687.6738
000930.SZ,20191030,6.68,0.5803,0.5803,1.07,25.5511,25.404,1.3089,0.6971,0.5333,184764.4377,81241.1115,81241.1115,1234226.4438,542690.6248
002346.SZ,20191030,11.4,0.3013,1.1422,1.15,86.3937,62.4264,2.4058,8.9991,12.3212,44157.5416,39463.2807,10409.508,503395.9742,449881.4
600803.SH,20191030,10.21,1.3476,3.3669,1.43,9.5,9.2144,1.349,0.9207,0.9248,122935.5783,122935.5783,49204.9525,1255172.2544,1255172.2544
603338.SH,20191030,60.29,0.7167,1.9894,1.94,43.514,39.5916,7.0711,12.244,11.443,34677.5408,34677.5408,12493.2769,2090708.9348,2090708.9348
600661.SH,20191030,18.35,0.1518,0.4308,0.92,,,4.9273,2.5093,2.3662,28654.883,25907.6526,9128.3141,525817.1031,475405.4252
603466.SH,20191030,17.41,2.0418,2.0418,0.67,24.0779,20.6708,3.1528,2.9732,2.6908,29175.1,8911.93,8911.93,507938.491,155156.7013
002469.SZ,20191030,4.07,1.128,1.5409,1.55,51.2187,44.8843,1.7182,3.9135,3.1796,50326.2849,46342.3224,33923.9814,204827.9795,188613.2522
600999.SH,20191030,16.33,0.2717,0.6669,1.79,24.7235,17.7115,1.599,9.6631,6.6589,669940.9329,571900.8149,233003.2992,10940135.4343,9339140.3073
002936.SZ,20191030,4.7,0.9706,0.9706,0.81,9.0993,8.6627,0.8819,2.4947,2.1847,592193.19,149447.363,149447.363,2783307.993,702402.6061
600500.SH,20191030,5.02,0.3139,0.7031,0.6,14.9202,16.847,1.2109,0.2267,0.2419,270791.6472,270791.6472,120903.0862,1359374.0689,1359374.0689
000423.SZ,20191030,33.69,0.8466,1.2452,0.79,10.5685,15.5654,2.194,3.0026,3.5296,65402.1537,65386.7313,44458.0466,2203398.5582,2202878.9775
300015.SZ,20191030,40.09,1.1451,2.391,2.08,123.0911,92.3362,19.2673,15.5073,12.9147,309781.1227,251272.7331,120338.3051,12419125.209,10073523.87
600460.SH,20191030,14.98,2.0275,3.4673,1.16,115.302,147.8211,5.7248,6.4956,6.4887,131206.1614,131206.1614,76722.0065,1965468.2978,1965468.2978
002389.SZ,20191030,10.39,0.5954,0.8333,0.89,40.652,39.8939,1.5646,3.6154,3.3839,94606.2685,59668.5522,42635.7422,982959.1297,619956.2574
002279.SZ,20191030,6.5,12.6038,22.0766,2.73,,,4.8328,1.6995,1.6061,71123.339,60834.9528,34731.361,462301.7035,395427.1932
600604.SH,20191030,9.05,2.0132,5.0329,0.67,71.3442,84.0912,2.784,33.3823,39.5139,187330.4804,140745.4804,56298.9292,1695340.8476,1273746.5976
600685.SH,20191030,16.42,0.5251,1.3493,0.55,,,2.2921,1.208,1.2339,141350.6378,82143.5181,31969.0081,2320977.4727,1348796.5672
600099.SH,20191030,6.8,0.8376,1.4467,1.23,562.7382,464.0494,3.1434,2.8322,2.5085,21912.0,21912.0,12686.308,149001.6,149001.6
603815.SH,20191030,14.42,1.326,1.326,1.02,59.4079,57.973,7.0266,2.6431,2.4194,49900.0,4990.0,4990.0,719558.0,71955.8
300443.SZ,20191030,13.44,2.654,3.1631,1.23,27.5003,18.4347,1.7262,4.0518,2.9109,23805.6802,15945.1183,13378.5599,319948.3419,214302.39
002502.SZ,20191030,2.71,0.9612,1.2612,1.08,,,1.0874,3.0996,2.0254,85982.8874,69703.1818,53123.0682,233013.6249,188895.6227
603938.SH,20191030,17.34,1.5236,1.5236,1.3,23.033,22.9532,2.3112,2.3589,2.2351,15016.66,5078.66,5078.66,260388.8844,88063.9644
300422.SZ,20191030,11.01,3.7006,4.0033,1.51,16.6526,12.8889,2.4163,1.4382,1.2016,35583.4928,24561.218,22703.9744,391774.2557,270419.0102
300127.SZ,20191030,16.16,2.2227,5.3099,1.03,33.3895,36.4604,4.2732,8.7169,8.9788,32314.636,22711.314,9506.9699,522204.5178,367014.8342
000688.SZ,20191030,10.08,0.0504,0.1937,0.33,28.3039,39.6341,5.2535,9.352,10.0579,113729.9314,113729.4994,29599.5242,1146397.7085,1146393.354
688066.SH,20191030,39.29,5.0871,5.0871,0.57,102.5482,75.4446,5.9761,15.4052,12.7026,16598.3333,3764.7169,3764.7169,652148.5154,147915.727
002808.SZ,20191030,9.51,3.1527,3.8266,0.77,73.7538,97.584,4.4649,8.0181,8.3795,26880.0,26795.139,22076.5342,255628.8,254821.7719
603903.SH,20191030,14.13,1.1195,2.1033,0.47,22.058,22.1974,2.3421,1.9761,1.9795,14461.44,10380.0026,5525.0523,204340.1472,146669.4367
002613.SZ,20191030,2.71,0.2153,0.2967,0.49,68.1862,,1.7042,2.5013,3.1086,93717.0,50910.2342,36946.9994,253973.07,137966.7347
300711.SZ,20191030,15.08,2.0858,2.0858,1.0,167.0583,,4.8995,13.0004,14.9983,17303.5144,5576.04,5576.04,260936.9972,84086.6832
603337.SH,20191030,19.24,0.3161,0.3161,0.75,18.8885,20.1484,3.3881,2.0667,2.0659,44594.982,11753.642,11753.642,858007.4537,226140.0721
600600.SH,20191030,47.7,0.8021,1.9197,1.13,45.3114,33.771,3.2377,2.4249,2.3154,135098.2795,69591.3617,29078.1562,6444187.9322,3319507.9531
002620.SZ,20191030,6.05,0.7002,1.1291,0.98,15.5078,13.8095,0.9959,0.6339,0.6193,37863.0,30363.2488,18828.5932,229071.15,183697.6552
600100.SH,20191030,7.97,0.681,0.9472,1.38,,,1.4482,0.9512,1.0299,296389.8951,296389.8951,213095.0071,2362227.4639,2362227.4639
000012.SZ,20191030,4.33,0.4046,0.4233,0.79,29.7119,25.4817,1.4097,1.2685,1.3298,310819.6163,195755.0017,187091.657,1345848.9386,847619.1574
601098.SH,20191030,11.62,0.3669,1.0392,1.21,16.8591,16.2199,1.5683,2.1795,2.1208,179600.0,179600.0,63411.652,2086952.0,2086952.0
000897.SZ,20191030,1.97,1.0581,1.3728,3.59,,,3.0957,20.5853,17.4696,161727.2234,161724.4634,124647.1852,318602.6301,318597.1929
600567.SH,20191030,3.1,0.2338,0.3508,0.76,4.4361,5.8656,1.0502,0.5833,0.6027,458471.1167,458471.1167,305625.3607,1421260.4618,1421260.4618
002484.SZ,20191030,6.47,0.7351,1.3073,1.36,21.6568,22.4377,1.5622,2.6899,2.5536,81515.5441,76364.7129,42938.9383,527405.5703,494079.6925
601138.SH,20191030,15.77,1.8698,1.8698,0.48,18.5151,18.4781,4.1454,0.7534,0.7331,1984448.3574,160877.2023,160877.2023,31294750.5962,2537033.4803
600238.SH,20191030,6.95,0.2201,0.4071,1.05,76.8882,42.4434,4.6609,4.4122,3.3449,44820.0,44500.158,24065.3085,311499.0,309276.0981
002671.SZ,20191030,4.51,0.9494,1.0499,1.69,,,1.0771,2.1053,1.9189,47244.1974,33938.9527,30688.3827,213071.3303,153064.6767
002427.SZ,20191030,10.17,0.173,0.3765,0.51,,,5.7193,1.0489,1.2194,39815.4658,38465.9624,17671.5072,404923.2872,391198.8376
002639.SZ,20191030,8.6,2.1315,2.3852,0.74,376.2902,100.6423,2.5192,4.4476,3.9714,67407.2767,53206.3117,47546.1621,579702.5796,457574.2806
300391.SZ,20191030,5.86,1.1455,2.5091,0.63,20.1294,92.3282,1.4064,2.3302,2.69,35033.6112,32656.6389,14909.1836,205296.9616,191367.904
603015.SH,20191030,6.14,0.3161,0.7655,1.55,42.4995,114.155,2.0924,3.6456,4.5304,40708.8,40421.9,16689.13,249952.032,248190.466
002965.SZ,20191030,38.12,0.3123,0.3123,,40.7793,37.5549,3.617,3.8873,3.7913,15070.0,3768.0,3768.0,574468.4,143636.16
300635.SZ,20191030,17.52,3.42,4.1999,0.74,43.4805,42.7381,3.7943,4.8192,4.5838,13633.4,5928.848,4827.926,238857.168,103873.417
300643.SZ,20191030,8.7,2.4969,2.73,1.15,53.5843,73.6975,4.0478,5.5486,5.283,20000.0,8373.4941,7658.6502,174000.0,72849.3987
601288.SH,20191030,3.62,0.0516,0.4284,0.66,6.2478,5.9806,0.7376,2.1165,2.0563,34998303.3873,29405529.3904,3543299.0685,126693858.262,106448016.3932
600612.SH,20191030,51.56,1.0268,3.359,1.52,22.3919,19.5097,3.9789,0.616,0.5459,52311.7764,31710.963,9693.7837,2697195.1912,1635017.2523
002248.SZ,20191030,7.96,0.4854,0.5947,0.98,,,21.5209,29.4601,18.3075,30749.56,29299.8237,23917.2437,244766.4976,233226.5967
600686.SH,20191030,7.02,0.4795,1.05,1.84,26.8107,32.2017,1.2409,0.2329,0.2569,60673.8511,60673.8511,27707.9989,425930.4347,425930.4347
600167.SH,20191030,11.23,0.0976,0.3033,0.81,19.5137,16.7267,3.8747,8.4608,7.6975,228811.9475,228811.9475,73643.8514,2569558.1704,2569558.1704
002108.SZ,20191030,3.48,0.5499,0.8512,1.02,16.565,31.2623,1.51,1.484,1.6058,141792.4199,141792.4199,91595.3375,493437.6213,493437.6213
600025.SH,20191030,4.54,0.3971,1.9696,1.35,14.083,9.7023,1.7605,5.2667,3.9828,1800000.0,892800.0,180000.0,8172000.0,4053312.0
601116.SH,20191030,14.6,1.7443,4.0689,1.28,71.6414,47.5087,2.5435,1.9346,1.9663,54767.84,41075.88,17609.195,799610.464,599707.848
600613.SH,20191030,6.81,0.4293,1.1781,0.9,34.282,34.7477,1.4008,1.9629,1.9073,53407.1628,47931.9978,17466.9962,363702.7787,326416.905
300518.SZ,20191030,26.62,2.9412,5.4004,1.18,244.5728,109.0713,2.2341,6.0499,8.7928,9334.0,6196.8106,3374.9715,248471.08,164959.0982
600018.SH,20191030,5.78,0.0694,0.4784,1.04,13.0342,11.8923,1.7255,3.5209,3.5499,2317367.465,2317367.465,336380.8683,13394383.9477,13394383.9477
600199.SH,20191030,6.29,1.5558,2.2904,1.23,40.6084,64.5486,1.3935,3.1475,3.2535,65779.6824,55577.5002,37751.7918,413754.2023,349582.4763
000597.SZ,20191030,7.31,0.4237,0.7693,1.06,33.8809,30.9291,1.774,0.8858,0.8374,90472.663,81723.5211,45013.5179,661355.1665,597398.9392
002857.SZ,20191030,13.2,1.3366,1.639,1.16,45.9484,50.2251,3.6334,7.301,6.6477,12800.0,4947.8259,4034.7824,168960.0,65311.3019
002275.SZ,20191030,13.4,0.0735,0.267,0.56,19.1333,20.9701,2.8718,4.9907,4.9443,59020.0,53339.115,14678.2709,790868.0,714744.141
